pk_name,pk_address,pk_code,pk_type_cd,pk_type_nm,oper_se,oper_se_nm,phone,weekday_start,weekday_end,weekend_start,weekend_end,holi_start,holi_end,parking_space,fee_type,basic_fee,basic_time,extra_fee,extra_time,daily_max_fee,monthly_fee,latitude,longitude,coord_src,PRK_STTS_YN,PRK_STTS_NM,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC,collected_at,최근접역명,최근접역호선,최근접역거리(m),역세권여부(500m이내),요금점수,면수점수,역세권점수,난이도점수,난이도등급,평일혼잡_00시,평일혼잡_01시,평일혼잡_02시,평일혼잡_03시,평일혼잡_04시,평일혼잡_05시,평일혼잡_06시,평일혼잡_07시,평일혼잡_08시,평일혼잡_09시,평일혼잡_10시,평일혼잡_11시,평일혼잡_12시,평일혼잡_13시,평일혼잡_14시,평일혼잡_15시,평일혼잡_16시,평일혼잡_17시,평일혼잡_18시,평일혼잡_19시,평일혼잡_20시,평일혼잡_21시,평일혼잡_22시,평일혼잡_23시,주말혼잡_00시,주말혼잡_01시,주말혼잡_02시,주말혼잡_03시,주말혼잡_04시,주말혼잡_05시,주말혼잡_06시,주말혼잡_07시,주말혼잡_08시,주말혼잡_09시,주말혼잡_10시,주말혼잡_11시,주말혼잡_12시,주말혼잡_13시,주말혼잡_14시,주말혼잡_15시,주말혼잡_16시,주말혼잡_17시,주말혼잡_18시,주말혼잡_19시,주말혼잡_20시,주말혼잡_21시,주말혼잡_22시,주말혼잡_23시
논현 제2호 공영노외주차장(구),강남구 논현동 127-14,3172296,NW,노외 주차장,1,시간제 주차장,02-3423-6403,0000,2400,0000,2400,0000,2400,78,유료,400.0,5.0,400.0,5.0,,280000.0,37.5122321676403,127.028554585617,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:05,학동,7호선,352,Y,8,20,30,58,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
충현동 제2공영주차장(구),서대문구 북아현동 3-5,3174612,NW,노외 주차장,3,시간제 + 거주자 주차장,,0800,2000,0800,2000,0800,2000,38,유료,150.0,5.0,150.0,5.0,20000.0,,37.5628097261867,126.95687953805,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:06,충정로(경기대입구),5호선,603,N,3,28,24,55,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
전통시장주차장(영등포동제1)(구),영등포구 영등포동2가 230-0,3175423,NW,노외 주차장,1,시간제 주차장,02-2671-1787,0000,2400,0000,2400,0000,2400,34,유료,150.0,5.0,150.0,5.0,,140000.0,37.5209081473168,126.910079086462,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:06,영등포시장,5호선,478,Y,3,29,30,62,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
남성사계시장공영주차장(구),동작구 사당동 139-67,3177208,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,18,유료,300.0,5.0,300.0,5.0,,,37.4877595622318,126.980152844359,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:07,총신대입구(이수),4호선,232,Y,6,30,30,66,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
충현동 제1공영주차장(구),서대문구 충정로2가 78-13,3181032,NW,노외 주차장,3,시간제 + 거주자 주차장,02-360-8542~3,0800,2000,0800,2000,0800,2000,20,유료,150.0,5.0,150.0,5.0,,,37.565198942553,126.964599966493,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:09,서대문,5호선,191,Y,3,30,30,63,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
중곡복개천 공영주차장(구),광진구 중곡동 150-173 ,3181539,NS,노상 주차장,1,시간제 주차장,,0900,1800,0900,1500,0000,2400,1,유료,300.0,5.0,,,,100000.0,37.5609980108422,127.085088450252,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:10,중곡,7호선,552,N,6,30,27,63,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
중곡복개천 공영주차장(B)(구),광진구 중곡동 340-2 ,3181822,NS,노상 주차장,1,시간제 주차장,,0900,1800,0900,1500,0000,2400,1,유료,300.0,5.0,,,,100000.0,37.5614748041757,127.083467201247,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:10,중곡,7호선,500,Y,6,30,30,66,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
매헌시민의숲(매헌)역 공영주차장(구),서초구 양재동 237-2,3182694,NW,노외 주차장,1,시간제 주차장,02-1599-3272,0000,2400,0000,2400,0000,2400,46,유료,250.0,5.0,250.0,5.0,10000.0,180000.0,37.4701573374509,127.038519736854,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:11,양재시민의숲(매헌),신분당선,17,Y,5,27,30,62,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
반포천 공영주차장(파미에)(시),서초구 반포동 118-3,3187200,NW,노외 주차장,1,시간제 주차장,02-6282-0550,0000,2400,0000,2400,0000,2400,1186,유료,550.0,5.0,550.0,5.0,,168000.0,37.504517,127.007933,서울API,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),670.0,2026-06-28 01:16:54,Y,유료,N,야간 미개방,0000,2400,N,무료,168000,,550.0,5.0,550.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*,2026-06-28 01:16:11,고속터미널,9호선,351,Y,12,5,30,47,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
면목5동공영주차장(구),중랑구 면목동 162-22,3189184,NW,노외 주차장,1,시간제 주차장,02-432-4174,0000,2400,0000,2400,0000,2400,67,유료,100.0,5.0,100.0,5.0,,50000.0,37.582987694132,127.080061251701,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:12,사가정,7호선,777,N,2,22,13,37,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
유진상가/인왕시장 앞(구),서대문구 홍제동 294-5,3190035,NS,노상 주차장,1,시간제 주차장,,1000,1700,1000,1500,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.5910566667537,126.942419865473,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:13,홍제,3호선,250,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
창3동 1공영주차장(구),도봉구 창동 504-21,3193340,NW,노외 주차장,3,시간제 + 거주자 주차장,02-901-5100,0000,2400,0000,2400,0000,2400,80,유료,100.0,5.0,100.0,5.0,,50000.0,37.6330687227881,127.041408075772,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:14,수유(강북구청),4호선,1487,N,2,19,0,21,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
월드컵시장노상공영주차장(구),마포구 망원동 494-0,3194876,NS,노상 주차장,1,시간제 주차장,,1000,2000,1000,2000,1000,2000,1,유료,250.0,5.0,250.0,5.0,,,37.5574404057173,126.906658475992,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:14,망원,6호선,335,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용강노상공영주차장(구),마포구 용강동 50-13 ,3197486,NS,노상 주차장,1,시간제 주차장,,1200,2200,0000,0000,0000,0000,1,유료,250.0,5.0,250.0,5.0,,,37.5399175373609,126.943271064254,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:16,마포,5호선,238,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
망원노상공영주차장(구),마포구 망원동 457-4,3198558,NS,노상 주차장,1,시간제 주차장,,1000,2000,1000,2000,1000,2000,1,유료,150.0,5.0,150.0,5.0,,,37.5536935936234,126.902187928442,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:17,망원,6호선,743,N,3,30,15,48,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
망원시장노상공영주차장(구),마포구 망원동 486-1,3199031,NS,노상 주차장,1,시간제 주차장,,1000,2000,1000,2000,1000,2000,1,유료,250.0,5.0,250.0,5.0,,,37.5574709114476,126.906269224368,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:18,망원,6호선,367,Y,5,30,30,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
초안산 창골주차장(구),도봉구 창동 677-0,3199580,NW,노외 주차장,3,시간제 + 거주자 주차장,02-901-5100,0000,2400,0000,2400,0000,2400,71,유료,100.0,5.0,100.0,5.0,,50000.0,37.6491528337101,127.040085321587,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:18,쌍문,4호선,477,Y,2,21,30,53,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
거주자우선주차장(구),중구 신당동 432-60,3204436,NW,노외 주차장,1,시간제 주차장,,0000,2400,0000,2400,0000,2400,3,유료,2000.0,30.0,1000.0,10.0,20000.0,,37.554774495889,127.007891054671,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:19,약수,3호선,234,Y,35,30,30,95,매우어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
서소문올리브타워옆 공영주차장(구),중구 서소문동 137-0,3204439,NW,노외 주차장,1,시간제 주차장,,0900,2000,0900,1600,0000,0000,16,유료,500.0,5.0,500.0,5.0,,,37.561520435962,126.972712820584,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:20,회현(남대문시장),4호선,591,N,10,30,25,65,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
중구종합복지센터 공영주차장(구),중구 신당동 160-2,3204496,NW,노외 주차장,1,시간제 주차장,02-2256-7158,0800,2200,0900,1800,,,68,유료,300.0,5.0,300.0,5.0,,,37.5650918566953,127.022798429472,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:21,상왕십리,2호선,584,N,6,22,25,53,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
성동고등학교 공영주차장(구),중구 신당동 161-0,3204497,NW,노외 주차장,1,시간제 주차장,02-2280-8360,0000,2400,0000,2400,0000,2400,100,유료,200.0,5.0,200.0,5.0,,140000.0,37.5641285989768,127.022812171047,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:22,상왕십리,2호선,577,N,4,15,25,44,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
문화공영주차장(구),중구 신당동 425-1,3204501,NW,노외 주차장,3,시간제 + 거주자 주차장,02-2280-8360,0800,2200,0900,1800,,,31,유료,200.0,5.0,200.0,5.0,,140000.0,37.5565402068684,127.010952964441,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:22,약수,3호선,190,Y,4,30,30,64,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
신창 공영주차장(구),용산구 신창동 53-1,3210855,NW,노외 주차장,1,시간제 주차장,02-707-3190,0000,2400,0000,2400,0000,2400,108,유료,150.0,5.0,150.0,5.0,,140000.0,37.5352995371827,126.955185341196,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:23,효창공원앞,경의중앙선,719,N,3,15,17,35,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산구 이태원동 258-29(구),용산구 이태원동 258-29,3210859,NW,노외 주차장,1,시간제 주차장,,0900,2400,0900,2400,0900,2400,30,유료,150.0,5.0,150.0,5.0,,,37.5419074204268,126.995489273216,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:24,한강진,6호선,605,N,3,30,24,57,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
서계동 공영주차장(구),용산구 서계동 276-5,3210869,NW,노외 주차장,1,시간제 주차장,02-707-3190,0000,2400,0000,2400,0000,2400,31,유료,150.0,5.0,150.0,5.0,,140000.0,37.5516097582148,126.964350522967,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:25,서울역,공항철도1호선,511,N,3,30,29,62,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산구 한강로2가 2-28(구),용산구 한강로2가 2-28,3210875,NW,노외 주차장,1,시간제 주차장,,0900,1900,0900,1500,0000,0000,14,유료,250.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:26,,,,,5,30,0,35,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
청파동청사 공영주차장(구),용산구 청파동2가 91-1,3210879,NW,노외 주차장,1,시간제 주차장,02-707-3190,0000,2400,0000,2400,0000,2400,34,유료,150.0,5.0,150.0,5.0,,98000.0,37.5454706304122,126.969874325457,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:26,숙대입구(갈월),4호선,221,Y,3,29,30,62,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산전자상가4 공영주차장(구),용산구 원효로3가 51-5,3210884,NW,노외 주차장,1,시간제 주차장,02-707-3190,0800,2200,0800,2200,0800,2200,114,유료,250.0,5.0,250.0,5.0,21000.0,130000.0,37.5338868229479,126.960112222198,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:27,효창공원앞,경의중앙선,554,N,5,15,27,47,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산동2가동 기계식 공영주차장(구),용산구 용산동2가 47-2,3210899,NW,노외 주차장,1,시간제 주차장,070-4906-2291,0000,2400,0000,2400,0000,2400,54,유료,250.0,5.0,250.0,5.0,,180000.0,37.5429838693347,126.988075211321,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:28,녹사평(용산구청),6호선,932,N,5,25,4,34,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산전자상가5 공영주차장(구),용산구 용산동3가 2-1,3210900,NW,노외 주차장,1,시간제 주차장,02-707-3190,0800,2200,0800,2200,0800,2200,42,유료,250.0,5.0,250.0,5.0,21000.0,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:29,,,,,5,27,0,32,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산전자상가2 공영주차장(구),용산구 한강로3가 14-1,3210901,NW,노외 주차장,1,시간제 주차장,02-707-3190,0800,2200,0800,2200,0800,2200,196,유료,250.0,5.0,250.0,5.0,21000.0,130000.0,37.5326666775064,126.963131531559,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:30,용산,경부선,338,Y,5,13,30,48,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산2가 소월 공영주차장(구),용산구 용산동2가 11-0,3210903,NW,노외 주차장,1,시간제 주차장,02-707-3190,0000,2400,0000,2400,0000,2400,60,유료,150.0,5.0,150.0,5.0,,140000.0,37.5461823144483,126.985545137741,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:31,숙대입구(갈월),4호선,1198,N,3,24,0,27,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산전자상가1 공영주차장(구),용산구 용산동3가 12-0,3210904,NW,노외 주차장,1,시간제 주차장,02-707-3190,0800,2200,0800,2200,0800,2200,202,유료,250.0,5.0,250.0,5.0,21000.0,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:32,,,,,5,12,0,17,쉬움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
용산전자상가3 공영주차장(구),용산구 한강로3가 19-2,3210905,NW,노외 주차장,1,시간제 주차장,02-707-3190,0800,2200,0800,2200,0800,2200,167,유료,250.0,5.0,250.0,5.0,21000.0,130000.0,37.5325825790174,126.960245968024,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:33,용산,경부선,487,Y,5,13,30,48,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
서신초교 지하 공영주차장(구),은평구 신사동 194-0,3214533,NW,노외 주차장,3,시간제 + 거주자 주차장,02-350-5183,0000,2400,0000,2400,0000,2400,37,유료,100.0,5.0,100.0,5.0,,70000.0,37.5923980539327,126.907533801299,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:33,새절(신사),6호선,555,N,2,28,27,57,어려움,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
무계원 공영주차장(구),종로구 부암동 328-2,3215836,NW,노외 주차장,3,시간제 + 거주자 주차장,,0000,2400,0000,2400,0000,2400,22,유료,300.0,5.0,,,,,37.5916047095522,126.963330518017,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:34,무악재,3호선,1546,N,6,30,0,36,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
방통대 공영주차장(구),종로구 동숭동 169-1,3215845,NW,노외 주차장,3,시간제 + 거주자 주차장,,0000,2400,0000,2400,0000,2400,100,유료,400.0,5.0,400.0,5.0,,,37.5788208624236,127.002930068274,카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28 01:16:35,혜화,4호선,402,Y,8,15,30,53,보통,여유,여유,여유,여유,여유,여유,여유,보통,혼잡,혼잡,보통,보통,보통,보통,보통,보통,보통,혼잡,혼잡,혼잡,보통,보통,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,여유,보통,보통,혼잡,혼잡,혼잡,혼잡,보통,보통,보통,여유,여유,여유,여유,여유
